NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
DSG1	1	ENSG00000134760	
EIF2AK3	1	ENSG00000172071	
RPL3P1	1	ENSG00000228149	
AWAT2	1	ENSG00000147160	
RGN	1	ENSG00000130988	
F13A1	1	ENSG00000124491	
SOX30	1	ENSG00000039600	
RNF207-AS1	1	ENSG00000226944	
LINC01497	1	ENSG00000237560	
FNTAP2	1	ENSG00000230022	
ACSBG2	1	ENSG00000130377	
MEP1B	1	ENSG00000141434	
LRG1	1	ENSG00000171236	
IL12A-AS1	1	ENSG00000244040	
TRIM67	1	ENSG00000119283	
ARL4AP5	1	ENSG00000218996	
EP300-AS1	1	ENSG00000231993	
GJA8	1	ENSG00000121634	
RBMS3-AS3	1	ENSG00000235904	
CTNNA1-AS1	1	ENSG00000253404	
C9orf50	1	ENSG00000179058	
TPM3P7	1	ENSG00000187536	
ARHGAP27P1-BPTFP1-KPNA2P3	1	ENSG00000215769	
ZNF469	1	ENSG00000225614	
SCUBE3	1	ENSG00000146197	
RP1L1	1	ENSG00000183638	
PCDHGA3	1	ENSG00000254245	
FOXP2	1	ENSG00000128573	
PARP4P1	1	ENSG00000237917	
DEFB131E	1	ENSG00000254507	
RSL24D1P2	1	ENSG00000230595	
NWD1	1	ENSG00000188039	
DUSP13	1	ENSG00000079393	
GJB5	1	ENSG00000189280	
IGLV1-40	1	ENSG00000211653	
BET1-AS1	1	ENSG00000236861	
LINC01122	1	ENSG00000233723	
GUSBP9	1	ENSG00000215630	
SUPT4H1P2	1	ENSG00000246115	
HLA-DRA	1	ENSG00000204287	
MIR34AHG	1	ENSG00000228526	
TCP1P3	1	ENSG00000256849	
SEPTIN4	1	ENSG00000108387	
CDC42EP5	1	ENSG00000167617	
NPM1P18	1	ENSG00000225739	
BCAN-AS2	1	ENSG00000229953	
TMSB15A	1	ENSG00000158164	
ENSG00000233332	1	ENSG00000233332	
ADGRF1	1	ENSG00000153292	
UBE2D3-AS1	1	ENSG00000246560	
RFX3-DT	1	ENSG00000232104	
AK3P3	1	ENSG00000230042	
CTAGE11P	1	ENSG00000214249	
C1RL	1	ENSG00000139178	
SCHIP1	1	ENSG00000151967	
CCDC170	1	ENSG00000120262	
RSU1P1	1	ENSG00000230425	
ALKBH3-AS1	1	ENSG00000244926	
PEBP4	1	ENSG00000134020	
GRAP2	1	ENSG00000100351	
FAM8A4P	1	ENSG00000232730	
NPM1P33	1	ENSG00000213925	
MIR210HG	1	ENSG00000247095	
ENSG00000215841	1	ENSG00000215841	
ASTN1	1	ENSG00000152092	
GDF5	1	ENSG00000125965	
EPS15-AS1	1	ENSG00000227070	
PYROXD1	1	ENSG00000121350	
CDCA8	1	ENSG00000134690	
ING2-DT	1	ENSG00000232648	
PCDHA5	1	ENSG00000204965	
LIPC	1	ENSG00000166035	
GLULP4	1	ENSG00000178723	
BRME1	1	ENSG00000132016	
BAIAP3	1	ENSG00000007516	
DOCK6	1	ENSG00000130158	
ALDOB	1	ENSG00000136872	
TFAP2E-AS1	1	ENSG00000239636	
KRT8P14	1	ENSG00000214282	
FAM87A	1	ENSG00000182366	
PAICSP6	1	ENSG00000241136	
GBP6	1	ENSG00000183347	
BTBD3-AS1	1	ENSG00000236526	
BDKRB2	1	ENSG00000168398	
FOLH1	1	ENSG00000086205	
PNRC2P1	1	ENSG00000228217	
KRT8P39	1	ENSG00000233560	
CDNF	1	ENSG00000185267	
ASPRV1	1	ENSG00000244617	
S1PR1-DT	1	ENSG00000225938	
GLB1L3	1	ENSG00000166105	
OIP5	1	ENSG00000104147	
HMSD	1	ENSG00000221887	
NFIL3	1	ENSG00000165030	
CPLX2	1	ENSG00000145920	
LRRC19	1	ENSG00000184434	
CCL7	1	ENSG00000108688	
PCDHGB8P	1	ENSG00000248449	
GRM7	1	ENSG00000196277	
UBA52P3	1	ENSG00000243023	
CFAP418-AS1	1	ENSG00000253773	
KLHL14	1	ENSG00000197705	
BGLAP	1	ENSG00000242252	
NGF	1	ENSG00000134259	
CDV3P1	1	ENSG00000176243	
FER1L6	1	ENSG00000214814	
TCTE1	1	ENSG00000146221	
IGBP1P4	1	ENSG00000250325	
TACO1	1	ENSG00000136463	
ANKRD20A17P	1	ENSG00000251056	
DUSP2	1	ENSG00000158050	
TENT5D	1	ENSG00000174016	
ZIC1	1	ENSG00000152977	
RPL12P4	1	ENSG00000185834	
SULT1A4	1	ENSG00000213648	
DARS1-AS1	1	ENSG00000231890	
TCF15	1	ENSG00000125878	
SRSF8CP	1	ENSG00000214754	
RNASEH2A	1	ENSG00000104889	
LYVE1	1	ENSG00000133800	
HEPH	1	ENSG00000089472	
MROH9	1	ENSG00000117501	
DEFB131B	1	ENSG00000225805	
LINC01031	1	ENSG00000232077	
RPL7L1P8	1	ENSG00000228766	
ZDHHC8	1	ENSG00000099904	
MOGAT1	1	ENSG00000124003	
LINC02600	1	ENSG00000250986	
GRIN2A	1	ENSG00000183454	
TXN2P1	1	ENSG00000213540	
FASTKD3	1	ENSG00000124279	
ZNF337-AS1	1	ENSG00000213742	
UBE2WP1	1	ENSG00000234422	
RABGGTBP1	1	ENSG00000240751	
PKP4-AS1	1	ENSG00000204380	
CACNB4	1	ENSG00000182389	
TNFSF18	1	ENSG00000120337	
MSX1	1	ENSG00000163132	
ASCL5	1	ENSG00000232237	
DBH-AS1	1	ENSG00000225756	
PCED1B-AS1	1	ENSG00000247774	
HM13-AS1	1	ENSG00000230613	
DYNLL1P3	1	ENSG00000235282	
CASP16P	1	ENSG00000228146	
BSND	1	ENSG00000162399	
CD96	1	ENSG00000153283	
RNU6ATAC	1	ENSG00000221676	
ATG4AP1	1	ENSG00000232735	
FRAT2	1	ENSG00000181274	
SPAAR	1	ENSG00000235387	
ACTR3-AS1	1	ENSG00000228857	
KRT18P59	1	ENSG00000187686	
ARHGEF38	1	ENSG00000236699	
LHX5	1	ENSG00000089116	
GGCTP1	1	ENSG00000251000	
SNORA7B	1	ENSG00000207088	
PIWIL2	1	ENSG00000197181	
ASNSP1	1	ENSG00000248498	
ARC	1	ENSG00000198576	
HR	1	ENSG00000168453	
NEURL3	1	ENSG00000163121	
TMEM117	1	ENSG00000139173	
CTDSPL	1	ENSG00000144677	
GLUD2	1	ENSG00000182890	
PILRB	1	ENSG00000121716	
OR7E29P	1	ENSG00000243429	
GDF9	1	ENSG00000164404	
ENOSF1	1	ENSG00000132199	
ACOX2	1	ENSG00000168306	
SNORD124	1	ENSG00000238793	
HTD2	1	ENSG00000255154	
IGLV3-19	1	ENSG00000211663	
SNORD14E	1	ENSG00000200879	
ACTA1	1	ENSG00000143632	
TAS2R20	1	ENSG00000255837	
RPS26P31	1	ENSG00000235459	
STAB2	1	ENSG00000136011	
RBM17P1	1	ENSG00000226625	
NPNT	1	ENSG00000168743	
C1orf159	1	ENSG00000131591	
ARG1	1	ENSG00000118520	
ENSG00000235138	1	ENSG00000235138	
GUCA1B	1	ENSG00000112599	
ENSG00000205794	1	ENSG00000205794	
RETREG1-AS1	1	ENSG00000246214	
LINC01004	1	ENSG00000228393	
C1QL2	1	ENSG00000144119	
UMODL1	1	ENSG00000177398	
COX6B1P1	1	ENSG00000234565	
GOLGA8B	1	ENSG00000215252	
LINC01264	1	ENSG00000229630	
RPS20P4	1	ENSG00000241907	
ATP1A2	1	ENSG00000018625	
FOSL2-AS1	1	ENSG00000229951	
STAC2	1	ENSG00000141750	
CARD16	1	ENSG00000204397	
NDUFV1-DT	1	ENSG00000184224	
IGLV3-21	1	ENSG00000211662	
FAM237A	1	ENSG00000235118	
HRNR	1	ENSG00000197915	
LINC01409	1	ENSG00000237491	
ATP6V0A2	1	ENSG00000185344	
KCTD21-AS1	1	ENSG00000246174	
LDHC	1	ENSG00000166796	
ATP1A3	1	ENSG00000105409	
LINC00858	1	ENSG00000229404	
SNORA57	1	ENSG00000206597	
FAM180A	1	ENSG00000189320	
SLC28A1	1	ENSG00000156222	
EIF5AP4	1	ENSG00000234743	
HAS1	1	ENSG00000105509	
PLPPR4	1	ENSG00000117600	
CAMK1G	1	ENSG00000008118	
MKX	1	ENSG00000150051	
NFASC	1	ENSG00000163531	
TTC21B	1	ENSG00000123607	
RNU4-32P	1	ENSG00000200274	
KRT222	1	ENSG00000213424	
NR4A3	1	ENSG00000119508	
GK3	1	ENSG00000229894	
ENSG00000227885	1	ENSG00000227885	
PRR7-AS1	1	ENSG00000246334	
PDLIM7-AS1	1	ENSG00000248996	
CD14	1	ENSG00000170458	
SNX18P13	1	ENSG00000230965	
GAP43	1	ENSG00000172020	
SMARCE1P1	1	ENSG00000225215	
RPL24P2	1	ENSG00000235065	
KRT17P2	1	ENSG00000186831	
FRMPD3	1	ENSG00000147234	
HAPLN2	1	ENSG00000132702	
AVPI1	1	ENSG00000119986	
CCDC168	1	ENSG00000175820	
BNIPL	1	ENSG00000163141	
BBOX1-AS1	1	ENSG00000254560	
PTPN1	1	ENSG00000196396	
ITGAD	1	ENSG00000156886	
LINC02830	1	ENSG00000224899	
TFAP2E	1	ENSG00000116819	
RASGRP4	1	ENSG00000171777	
CACNA1G	1	ENSG00000006283	
SETD2	1	ENSG00000181555	
ZNF564	1	ENSG00000249709	
UNC93B7	1	ENSG00000251624	
LINC01504	1	ENSG00000225434	
KRT6C	1	ENSG00000170465	
COL9A1	1	ENSG00000112280	
NKAPL	1	ENSG00000189134	
AGMO	1	ENSG00000187546	
REM1	1	ENSG00000088320	
SUMO2P6	1	ENSG00000249031	
AQP7P2	1	ENSG00000181997	
KIF19	1	ENSG00000196169	
RN7SKP30	1	ENSG00000223305	
FAM209B	1	ENSG00000213714	
LY6K	1	ENSG00000160886	
YIPF7	1	ENSG00000177752	
PCOLCE	1	ENSG00000106333	
DACT3-AS1	1	ENSG00000245598	
PUS7	1	ENSG00000091127	
RPS7P4	1	ENSG00000229133	
RAD9B	1	ENSG00000151164	
FAM151B-DT	1	ENSG00000249042	
CSMD1	1	ENSG00000183117	
STRCP1	1	ENSG00000166763	
CBLL1-AS1	1	ENSG00000241764	
TPRG1	1	ENSG00000188001	
APOBEC3H	1	ENSG00000100298	
CCR2	1	ENSG00000121807	
STRADBP1	1	ENSG00000213205	
PDXP	1	ENSG00000241360	
CYSLTR2	1	ENSG00000152207	
SMYD1	1	ENSG00000115593	
HUS1B	1	ENSG00000188996	
VDAC1P11	1	ENSG00000237679	
PAK5	1	ENSG00000101349	
FMO1	1	ENSG00000010932	
ST3GAL6-AS1	1	ENSG00000239445	
SRMS	1	ENSG00000125508	
ZNF705B	1	ENSG00000215356	
SNORD42A	1	ENSG00000238649	
LINC01554	1	ENSG00000236882	
RB1-DT	1	ENSG00000231473	
CTNND2	1	ENSG00000169862	
SPEM2	1	ENSG00000184560	
HPCAL4	1	ENSG00000116983	
TOGARAM2	1	ENSG00000189350	
TIMM8A	1	ENSG00000126953	
BCL2L10	1	ENSG00000137875	
LAMTOR3P1	1	ENSG00000228825	
RPH3A	1	ENSG00000089169	
USH2A	1	ENSG00000042781	
VIRMA-DT	1	ENSG00000253704	
MYO3B-AS1	1	ENSG00000231898	
CYCSP10	1	ENSG00000232901	
ACRV1	1	ENSG00000134940	
GFOD2	1	ENSG00000141098	
FOXO6-AS1	1	ENSG00000229901	
PRELID1P5	1	ENSG00000226986	
SLC22A1	1	ENSG00000175003	
ZNF22-AS1	1	ENSG00000165511	
PDZPH1P	1	ENSG00000226926	
KRT8P37	1	ENSG00000213771	
HADHAP2	1	ENSG00000255967	
ZP1	1	ENSG00000149506	
RPL7AP46	1	ENSG00000233555	
EDNRB-AS1	1	ENSG00000225579	
NQO1	1	ENSG00000181019	
NOX4P1	1	ENSG00000255532	
TTC14-DT	1	ENSG00000239774	
GOLGA8R	1	ENSG00000186399	
NTF3	1	ENSG00000185652	
EIF4EBP1	1	ENSG00000187840	
RGS1	1	ENSG00000090104	
GRK1	1	ENSG00000185974	
ENSG00000245748	1	ENSG00000245748	
HOXD4	1	ENSG00000170166	
MATN4	1	ENSG00000124159	
TSSK1A	1	ENSG00000231086	
RPA3P1	1	ENSG00000179997	
TMEM121B	1	ENSG00000183307	
BCL11B	1	ENSG00000127152	
TMEM160	1	ENSG00000130748	
NRN1L	1	ENSG00000188038	
SHBG	1	ENSG00000129214	
ANO4	1	ENSG00000151572	
CTSF	1	ENSG00000174080	
PCDHA8	1	ENSG00000204962	
RNASEH1P2	1	ENSG00000231458	
RPL7P44	1	ENSG00000233873	
TCF3P1	1	ENSG00000236567	
KRT3	1	ENSG00000186442	
KCNB1	1	ENSG00000158445	
LINC03086	1	ENSG00000226644	
PCDHB3	1	ENSG00000113205	
MSH4	1	ENSG00000057468	
DMGDH	1	ENSG00000132837	
SLC6A1-AS1	1	ENSG00000232287	
LINC00504	1	ENSG00000248360	
EXOC3L4	1	ENSG00000205436	
DYM	1	ENSG00000141627	
ACER2P1	1	ENSG00000180105	
ENPP3	1	ENSG00000154269	
CCDC150	1	ENSG00000144395	
CST1	1	ENSG00000170373	
RAB26	1	ENSG00000167964	
CGREF1	1	ENSG00000138028	
CADM3	1	ENSG00000162706	
TERF2IP	1	ENSG00000166848	
TRPA1	1	ENSG00000104321	
SRI	1	ENSG00000075142	
RFX4	1	ENSG00000111783	
FAM166A	1	ENSG00000188163	
FOSL1P1	1	ENSG00000248394	
TLDC2	1	ENSG00000101342	
TCL6	1	ENSG00000187621	
RPL15P7	1	ENSG00000242262	
CLSTN2	1	ENSG00000158258	
FABP5P7	1	ENSG00000234964	
INSRR	1	ENSG00000027644	
LINC02615	1	ENSG00000251432	
RNU2-27P	1	ENSG00000251994	
RBM39	1	ENSG00000131051	
ASCL2	1	ENSG00000183734	
LINC01876	1	ENSG00000226383	
ZNF807P	1	ENSG00000248830	
SEMA3B-AS1	1	ENSG00000232352	
GAPDHP35	1	ENSG00000250982	
PLA2G6	1	ENSG00000184381	
H1-4	1	ENSG00000168298	
KHDRBS3	1	ENSG00000131773	
TGM4	1	ENSG00000163810	
USP32P1	1	ENSG00000188933	
ENSG00000202335	1	ENSG00000202335	
CRYZP1	1	ENSG00000233025	
RPA4	1	ENSG00000204086	
LKAAEAR1	1	ENSG00000171695	
SETD6	1	ENSG00000103037	
NSA2P5	1	ENSG00000227176	
PRDM6	1	ENSG00000061455	
RPL29P24	1	ENSG00000241030	
DIP2C-AS1	1	ENSG00000180525	
CLDN6	1	ENSG00000184697	
EXOSC3P1	1	ENSG00000229007	
PCDH8	1	ENSG00000136099	
GPBAR1	1	ENSG00000179921	
ZNF132	1	ENSG00000131849	
THAP7-AS1	1	ENSG00000230513	
SLC20A1-DT	1	ENSG00000237753	
LAMB4	1	ENSG00000091128	
CLCN4	1	ENSG00000073464	
ANKRD61	1	ENSG00000157999	
POTEI	1	ENSG00000196834	
FBXL15	1	ENSG00000107872	
RN7SL749P	1	ENSG00000242853	
PTPRCAP	1	ENSG00000213402	
PDXP-DT	1	ENSG00000233360	
SNORD100	1	ENSG00000221500	
ATOX1-AS1	1	ENSG00000253921	
LINC02984	1	ENSG00000237807	
FAM83C-AS1	1	ENSG00000235214	
CBARP	1	ENSG00000099625	
ROS1	1	ENSG00000047936	
RPL7P47	1	ENSG00000228071	
SLC16A4	1	ENSG00000168679	
PZP	1	ENSG00000126838	
ZNHIT6	1	ENSG00000117174	
BANK1	1	ENSG00000153064	
LINC02934	1	ENSG00000204929	
H2BP1	1	ENSG00000223345	
TIPIN	1	ENSG00000075131	
SLC16A8	1	ENSG00000100156	
SLC9C2	1	ENSG00000162753	
TTC9B	1	ENSG00000174521	
CD2	1	ENSG00000116824	
NFIA-AS2	1	ENSG00000237928	
UBE2T	1	ENSG00000077152	
PRKCZ-AS1	1	ENSG00000182873	
LOC100506281	1	ENSG00000240338	
LMOD3	1	ENSG00000163380	
OVOL1	1	ENSG00000172818	
P2RX1	1	ENSG00000108405	
XRCC6P3	1	ENSG00000230318	
ADRA1A	1	ENSG00000120907	
ANKRD31	1	ENSG00000145700	
USP32P3	1	ENSG00000189423	
IGHV1-2	1	ENSG00000211934	
RNA5SP203	1	ENSG00000222383	
KCNMB2	1	ENSG00000197584	
CD79B	1	ENSG00000007312	
BHLHA15	1	ENSG00000180535	
STIL	1	ENSG00000123473	
PRPF19-DT	1	ENSG00000257052	
SHISA6	1	ENSG00000188803	
TPSG1	1	ENSG00000116176	
PACSIN1	1	ENSG00000124507	
MAB21L1	1	ENSG00000180660	
PRDX6-AS1	1	ENSG00000203739	
CHCHD3P1	1	ENSG00000236420	
SRL	1	ENSG00000185739	
DIO2	1	ENSG00000211448	
PCDHGA5	1	ENSG00000253485	
IL12RB1	1	ENSG00000096996	
MYPN	1	ENSG00000138347	
LINC02649	1	ENSG00000215244	
C18orf32	1	ENSG00000177576	
DUX4L26	1	ENSG00000236138	
PHF5AP5	1	ENSG00000238259	
ARL11	1	ENSG00000152213	
PDZK1IP1	1	ENSG00000162366	
LINC02721	1	ENSG00000255133	
RNA5SP490	1	ENSG00000252950	
LINC00987	1	ENSG00000237248	
ABCB4	1	ENSG00000005471	
LINC00607	1	ENSG00000235770	
CICP6	1	ENSG00000230304	
FOXD2	1	ENSG00000186564	
THSD7B	1	ENSG00000144229	
SOGA3	1	ENSG00000214338	
ENKUR	1	ENSG00000151023	
RPL5P3	1	ENSG00000242276	
ADH1B	1	ENSG00000196616	
NKG7	1	ENSG00000105374	
TNKS2-DT	1	ENSG00000228701	
MTMR11	1	ENSG00000014914	
CCDC115	1	ENSG00000136710	
SPATA9	1	ENSG00000145757	
SLCO1A2	1	ENSG00000084453	
RPS2P17	1	ENSG00000213399	
DPT	1	ENSG00000143196	
ZNF16	1	ENSG00000170631	
ECM2	1	ENSG00000106823	
GATA5	1	ENSG00000130700	
WBP11P3	1	ENSG00000228051	
ATG16L1	1	ENSG00000085978	
IKBKE-AS1	1	ENSG00000162888	
BMS1P4-AGAP5	1	ENSG00000242288	
CALCB	1	ENSG00000175868	
MED19	1	ENSG00000156603	
UBE2L5	1	ENSG00000236444	
COX6B1	1	ENSG00000126267	
SNORA11	1	ENSG00000221716	
CBX3P4	1	ENSG00000256030	
GJA1	1	ENSG00000152661	
OR10AC1	1	ENSG00000176510	
LINC02572	1	ENSG00000229536	
RNU6-8	1	ENSG00000202337	
OBSL1	1	ENSG00000124006	
ITIH6	1	ENSG00000102313	
NXT1-AS1	1	ENSG00000234832	
LINC02481	1	ENSG00000246526	
TCN2	1	ENSG00000185339	
HIGD1B	1	ENSG00000131097	
RNU6-30P	1	ENSG00000207291	
LINC02211	1	ENSG00000245662	
COL10A1	1	ENSG00000123500	
CYP4F8	1	ENSG00000186526	
PNMA8B	1	ENSG00000204851	
ACTR1AP1	1	ENSG00000233370	
IFITM3P5	1	ENSG00000238168	
ERICH3	1	ENSG00000178965	
OR7D2	1	ENSG00000188000	
UBR5-DT	1	ENSG00000246263	
SERPINA10	1	ENSG00000140093	
DPEP2	1	ENSG00000167261	
RAB30-DT	1	ENSG00000246067	
ETV3L	1	ENSG00000253831	
CORO6	1	ENSG00000167549	
ZNF248-AS1	1	ENSG00000236514	
RFLNA	1	ENSG00000178882	
SYCE2	1	ENSG00000161860	
TSPAN11	1	ENSG00000110900	
AGAP5	1	ENSG00000172650	
CIAO2AP2	1	ENSG00000224566	
LINC03033	1	ENSG00000232774	
SLC29A3	1	ENSG00000198246	
RN7SL573P	1	ENSG00000239607	
LINC01285	1	ENSG00000203650	
VWA7	1	ENSG00000204396	
MKS1	1	ENSG00000011143	
CDK5P1	1	ENSG00000235165	
IRX1	1	ENSG00000170549	
IGHV3-23	1	ENSG00000211949	
LINC01287	1	ENSG00000234722	
SERPINA5	1	ENSG00000188488	
TMEM11	1	ENSG00000178307	
AGKP1	1	ENSG00000226555	
RNASEH2B	1	ENSG00000136104	
WDR35-DT	1	ENSG00000227210	
IGHV2-5	1	ENSG00000211937	
CLEC4E	1	ENSG00000166523	
IGHV3-11	1	ENSG00000211941	
LGI2	1	ENSG00000153012	
RPSAP53	1	ENSG00000214263	
RPL6P3	1	ENSG00000229022	
SS18L2P1	1	ENSG00000232525	
LRRC37A5P	1	ENSG00000204173	
LINC02943	1	ENSG00000237609	
ALOX12	1	ENSG00000108839	
C11orf16	1	ENSG00000176029	
SPINK5	1	ENSG00000133710	
KRTAP2-4	1	ENSG00000213417	
MS4A8	1	ENSG00000166959	
ST13P13	1	ENSG00000229256	
KBTBD11-AS1	1	ENSG00000253764	
SNORD116-8	1	ENSG00000207093	
ANO6	1	ENSG00000177119	
PAFAH1B1P2	1	ENSG00000223973	
R3HDM2P2	1	ENSG00000216817	
ADAMTSL3	1	ENSG00000156218	
CD5	1	ENSG00000110448	
TMED6	1	ENSG00000157315	
CNN2P4	1	ENSG00000213816	
PRSS51	1	ENSG00000253649	
COL2A1	1	ENSG00000139219	
PHYHIP	1	ENSG00000168490	
RPL13AP24	1	ENSG00000234589	
ENSG00000253295	1	ENSG00000253295	
LINC01063	1	ENSG00000232065	
NUP107-DT	1	ENSG00000247363	
PXDNL	1	ENSG00000147485	
DAPP1	1	ENSG00000070190	
CYP2D8P	1	ENSG00000226450	
MC2R	1	ENSG00000185231	
SLC16A14P1	1	ENSG00000213708	
ADAMTS8	1	ENSG00000134917	
CA1	1	ENSG00000133742	
ADRA2C	1	ENSG00000184160	
ATE1OSP	1	ENSG00000226864	
AARD	1	ENSG00000205002	
GPC3	1	ENSG00000147257	
NSDHL	1	ENSG00000147383	
CD28	1	ENSG00000178562	
AADAC	1	ENSG00000114771	
TMEM52B	1	ENSG00000165685	
PABPC4-AS1	1	ENSG00000228060	
DBF4P1	1	ENSG00000235489	
IGHV5-51	1	ENSG00000211966	
RN7SL608P	1	ENSG00000239884	
FABP5P11	1	ENSG00000240122	
LINC01531	1	ENSG00000205786	
OR8T1P	1	ENSG00000226413	
HOXA9	1	ENSG00000078399	
LINC01625	1	ENSG00000238099	
ABHD17AP3	1	ENSG00000250536	
TMEM154	1	ENSG00000170006	
IQCA1	1	ENSG00000132321	
TAS2R10	1	ENSG00000121318	
STEAP1B-AS1	1	ENSG00000232759	
CDRT15P1	1	ENSG00000141028	
CYP11A1	1	ENSG00000140459	
BIN2P1	1	ENSG00000234568	
GEMIN8P4	1	ENSG00000228175	
EIF3MP1	1	ENSG00000236365	
GSDMA	1	ENSG00000167914	
ALKBH3	1	ENSG00000166199	
ENSG00000223884	1	ENSG00000223884	
WBP1P1	1	ENSG00000231351	
CX3CL1	1	ENSG00000006210	
TMEM241	1	ENSG00000134490	
NSG2	1	ENSG00000170091	
KMO	1	ENSG00000117009	
NIPAL4-DT	1	ENSG00000251405	
ITGB1-DT	1	ENSG00000229656	
MEGF11	1	ENSG00000157890	
CEBPE	1	ENSG00000092067	
ENSG00000225140	1	ENSG00000225140	
CNTF	1	ENSG00000242689	
CRLF1	1	ENSG00000006016	
SOD3	1	ENSG00000109610	
ANKRD55	1	ENSG00000164512	
GALNT15	1	ENSG00000131386	
CPZ	1	ENSG00000109625	
ZNF367	1	ENSG00000165244	
FLAD1	1	ENSG00000160688	
CYCSP34	1	ENSG00000176268	
MIR573	1	ENSG00000207697	
PSMC1P5	1	ENSG00000250273	
SLAMF9	1	ENSG00000162723	
ITK	1	ENSG00000113263	
EMC1-AS1	1	ENSG00000230424	
PUS1-AS1	1	ENSG00000255992	
TEX10	1	ENSG00000136891	
GRK5-IT1	1	ENSG00000228485	
PIWIL4	1	ENSG00000134627	
KLRD1	1	ENSG00000134539	
POLH-AS1	1	ENSG00000203362	
FRMD5	1	ENSG00000171877	
MYO7B	1	ENSG00000169994	
UBE2U	1	ENSG00000177414	
IFITM9P	1	ENSG00000213275	
CTSLP1	1	ENSG00000236417	
MRPS9-AS1	1	ENSG00000231851	
RBPMS2P1	1	ENSG00000234025	
RPS6KA2-IT1	1	ENSG00000232082	
HRH4	1	ENSG00000134489	
CCDC106	1	ENSG00000173581	
TBC1D20	1	ENSG00000125875	
MAGED4B	1	ENSG00000187243	
SLC9A4	1	ENSG00000180251	
SIDT1	1	ENSG00000072858	
OSTCP6	1	ENSG00000219790	
CD81-AS1	1	ENSG00000238184	
RGS22	1	ENSG00000132554	
CORT	1	ENSG00000241563	
LOXL2-AS1	1	ENSG00000253837	
TMSB10P1	1	ENSG00000228499	
CCDC148-AS1	1	ENSG00000227480	
ZNF827	1	ENSG00000151612	
HM13-IT1	1	ENSG00000235313	
OPA1-AS1	1	ENSG00000224855	
ADGRF5P1	1	ENSG00000227582	
KCTD9P2	1	ENSG00000181819	
ARHGAP15	1	ENSG00000075884	
ZNF705D	1	ENSG00000215343	
SPOPLP1	1	ENSG00000251284	
CERS5	1	ENSG00000139624	
GASK1A	1	ENSG00000144649	
PTK6	1	ENSG00000101213	
CD300LG	1	ENSG00000161649	
RD3L	1	ENSG00000227729	
RET	1	ENSG00000165731	
VSIG1	1	ENSG00000101842	
ACTG2	1	ENSG00000163017	
BBS1	1	ENSG00000174483	
FOS	1	ENSG00000170345	
KNL1	1	ENSG00000137812	
PEX12	1	ENSG00000108733	
LINC02575	1	ENSG00000228709	
THAP12P1	1	ENSG00000230665	
ANOS2P	1	ENSG00000241859	
SPIN2A	1	ENSG00000147059	
CCDC175	1	ENSG00000151838	
LAT	1	ENSG00000213658	
TUBB2B	1	ENSG00000137285	
TCERG1L	1	ENSG00000176769	
RPL29P27	1	ENSG00000244712	
CDC45	1	ENSG00000093009	
TUBA3D	1	ENSG00000075886	
KLHL32	1	ENSG00000186231	
LINC01588	1	ENSG00000214900	
LRRC15	1	ENSG00000172061	
TF	1	ENSG00000091513	
LINC01411	1	ENSG00000249306	
CWF19L2	1	ENSG00000152404	
HMGA1P6	1	ENSG00000233440	
IRX2-DT	1	ENSG00000186493	
AMZ2P2	1	ENSG00000219249	
CCNJL	1	ENSG00000135083	
ATP6V0E1P2	1	ENSG00000223513	
KCNA6	1	ENSG00000151079	
SNORA11F	1	ENSG00000221164	
ZNF705EP	1	ENSG00000214534	
RCC2P4	1	ENSG00000249558	
PPP1R10	1	ENSG00000204569	
POU2F2-AS1	1	ENSG00000254887	
ACBD6	1	ENSG00000230124	
PLLPP1	1	ENSG00000237782	
CYP4F34P	1	ENSG00000244155	
MMP7	1	ENSG00000137673	
HMGN1P7	1	ENSG00000239614	
NPPA	1	ENSG00000175206	
SLC34A2	1	ENSG00000157765	
KDM8	1	ENSG00000155666	
LINC02995	1	ENSG00000253955	
RNASE6	1	ENSG00000169413	
CICP17	1	ENSG00000227233	
KCNT1	1	ENSG00000107147	
ATP5MF	1	ENSG00000241468	
PTPRO	1	ENSG00000151490	
KRT6A	1	ENSG00000205420	
IGLV3-1	1	ENSG00000211673	
CTRC	1	ENSG00000162438	
LSP1	1	ENSG00000130592	
SLC8A3	1	ENSG00000100678	
TBPL1P1	1	ENSG00000224611	
LPCAT4	1	ENSG00000176454	
IGLV11-55	1	ENSG00000211641	
OR7E62P	1	ENSG00000234896	
SLC5A2	1	ENSG00000140675	
CFL1P3	1	ENSG00000228056	
MT3	1	ENSG00000087250	
MYT1L	1	ENSG00000186487	
C12orf54	1	ENSG00000177627	
LY6G5C	1	ENSG00000204428	
DIP2B	1	ENSG00000066084	
TUBB4AP1	1	ENSG00000228466	
CLDN18	1	ENSG00000066405	
LYSMD3	1	ENSG00000176018	
STAB1	1	ENSG00000010327	
HESX1	1	ENSG00000163666	
MYO1H	1	ENSG00000174527	
LINC02363	1	ENSG00000180712	
FAM86KP	1	ENSG00000163612	
CSNK1G2-AS1	1	ENSG00000180846	
KLF2P1	1	ENSG00000231240	
CDH12P3	1	ENSG00000253492	
LCT	1	ENSG00000115850	
TGIF2	1	ENSG00000118707	
FAM86DP	1	ENSG00000244026	
PGLYRP3	1	ENSG00000159527	
TIRAP-AS1	1	ENSG00000255062	
OASL	1	ENSG00000135114	
